device_id,ts,ignition,odometer_km
D2012,11/05/2026 09:07,ON,57109.5
D2009,18/05/2026 15:15,ON,672.5
D2013,27/05/2026 09:45,ON,48703.3
D2025,24/05/2026 11:45,ON,78851.2
D2018,10-May-2026 07:00:00,ON,77615.3
D2014,05/05/2026 11:23,ON,77625.7
D2004,14-May-2026 11:15:00,ON,32805.1
D2015,2026-05-06 16:52:00,ON,26225.6
D2023,01-May-2026 11:45:00,ON,76561.4
D2026,2026-05-06 08:15:00,ON,9999999
D2012,17/05/2026 15:15,ON,57298.1
D2010,2026-05-02 13:07:00,OFF,9999999
D2026,2026-05-03 09:00:00,ON,
D2025,03/05/2026 14:45,ON,78087.5
D2009,13/05/2026 09:15,ON,326.2
D2009,07/05/2026 15:45,ON,53208.7
D9001,2026-05-19T15:52:00,ON,12028.1
D2014,11/05/2026 13:00,ON,77987.4
D2016,2026-05-29T10:23:00,ON,35309.5
D2026,2026-05-20 12:23:00,ON,13683.4
D2025,04/05/2026 17:23,ON,78131.9
D2010,2026-05-21 13:38:00,OFF,46638.8
D2026,2026-05-28 11:52:00,ON,13837.3
D2023,23-May-2026 13:00:00,ON,77095.8
D2025,29/05/2026 14:52,ON,79045.0
D2021,30/05/2026 15:07,ON,29314.3
D2025,08/05/2026 14:52,ON,78271.5
D2015,2026-05-16 09:45:00,ON,26423.6
D2021,04/05/2026 11:07,ON,0
D2020,2026-05-29 15:15:00,ON,10504.7
D2008,18/05/2026 13:23,ON,368.9
D2009,20/05/2026 09:45,ON,767.3
D2011,20/05/2026 11:23,OFF,30676.1
D2025,27/05/2026 12:07,ON,78964.1
D9002,2026-05-30T12:45:00,ON,66338.0
D2005,2026-05-05T17:07:00,ON,36687.4
D2015,2026-05-13 12:00:00,ON,26363.7
D2009,11/05/2026 09:07,ON,200.0
D9002,2026-05-27T09:45:00,ON,66283.7
D9002,2026-05-10T10:52:00,ON,66006.8
D2010,2026-05-19 12:23:00,OFF,46638.8
D2007,2026-05-05T17:23:00,ON,48027.4
D2010,2026-05-22 07:38:00,OFF,46638.8
D2028,2026-05-26T16:52:00,ON,47437.9
D2015,2026-05-29 07:07:00,ON,26691.2
D2023,04-May-2026 11:38:00,ON,76633.8
D2017,12/05/2026 12:15,ON,71675.9
D2010,2026-05-25 14:15:00,OFF,46638.8
D2023,08-May-2026 09:38:00,ON,76725.3
D2004,16-May-2026 07:52:00,ON,0
D2018,03-May-2026 07:45:00,ON,-1
D2014,08/05/2026 09:15,ON,77788.4
D2017,29/05/2026 13:15,ON,72047.4
D2008,18/05/2026 12:38,ON,365.2
D2007,2026-05-03T13:07:00,ON,47928.9
D2017,06/05/2026 17:52,on,71555.9
D2024,07-May-2026 17:00:00,ON,14933.0
D2018,17-May-2026 15:45:00,ON,78096.5
D2011,15/05/2026 07:23,OFF,30676.1
D2014,10/05/2026 12:45,ON,77921.8
D2027,2026-05-14T07:45:00,ON,0
D2028,2026-05-21T07:38:00,ON,47054.4
D2023,03-May-2026 17:38:00,ON,0
D2023,23-May-2026 11:07:00,ON,77091.6
D2015,2026-05-06 11:52:00,ON,26217.5
D9001,2026-05-22T09:07:00,ON,12092.9
D2012,14/05/2026 07:23,ON,57192.0
D2015,2026-05-25 13:45:00,ON,26618.2
D9002,2026-05-22T09:15:00,ON,66202.8
D2016,2026-05-13T15:00:00,ON,34892.7
D2021,26/05/2026 15:00,ON,29157.2
D9001,2026-05-08T07:45:00,ON,11727.8
D2026,2026-05-23 10:38:00,ON,13738.0
D2025,21/05/2026 07:52,ON,78726.6
D9002,2026-05-18T09:07:00,ON,66136.5
D2028,2026-05-04T13:07:00,ON,45964.7
D2009,02/05/2026 13:45,ON,52883.7
D2020,2026-05-03 11:07:00,ON,9156.5
D2015,2026-05-30 14:15:00,ON,26724.7
D2026,2026-05-04 16:23:00,ON,13380.2
D2008,21/05/2026 08:15,ON,438.9
D2004,11-May-2026 09:45:00,ON,32648.2
D2023,20-May-2026 16:45:00,ON,77031.7
D2021,22/05/2026 07:38,ON,28977.1
D2012,17/05/2026 17:52,ON,57302.7
D9001,2026-05-23T10:07:00,ON,-1
D9002,2026-05-03T13:15:00,ON,65896.7
D2007,2026-05-16T15:00:00,ON,48497.4
D2026,2026-05-26 15:38:00,ON,13804.0
D2017,23/05/2026 11:23,ON,71912.8
D2008,09/05/2026 13:52,ON,47791.1
D2006,04-May-2026 17:52:00,on,58780.7
D2012,18/05/2026 13:07,ON,57322.5
D2013,18/05/2026 15:23,ON,48370.9
D2017,09/05/2026 07:52,ON,71602.6
D9002,2026-05-26T17:15:00,ON,66277.9
D2024,29-May-2026 13:45:00,ON,
D9002,2026-05-16T13:23:00,ON,66108.7
D2010,2026-05-26 11:52:00,OFF,46638.8
D2026,2026-05-22 13:00:00,ON,13724.5
D2010,2026-05-22 17:00:00,OFF,46638.8
D2025,20/05/2026 17:07,on,78721.1
D2017,21/05/2026 14:45,ON,71876.2
D2014,09/05/2026 11:38,ON,77858.0
D2024,30-May-2026 12:15:00,ON,16071.7
D2024,01-May-2026 17:52:00,ON,14629.6
D2009,24/05/2026 09:45,ON,1023.5
D2018,11-May-2026 17:52:00,ON,77728.1
D2021,15/05/2026 09:07,ON,28711.9
D2024,02-May-2026 17:00:00,ON,14680.8
D2025,30/05/2026 13:38,ON,79077.1
D2027,2026-05-16T17:45:00,ON,9999999
D2009,18/05/2026 17:07,ON,683.2
D2028,2026-05-23T17:38:00,ON,47239.6
D2014,28/05/2026 08:38,ON,78973.4
D2022,2026-05-01T11:38:00,ON,57985.3
D2015,2026-05-07 12:52:00,ON,26237.9
D2013,13/05/2026 07:23,ON,48150.1
D2017,22/05/2026 07:07,on,71884.1
D2010,2026-05-29 07:52:00,OFF,46638.8
D2010,2026-05-05 10:38:00,OFF,46638.8
D2011,03/05/2026 17:45,OFF,
D2010,2026-05-21 12:00:00,OFF,46638.8
D2019,25-May-2026 07:00:00,ON,19266.9
D2022,2026-05-10T13:00:00,on,58354.5
D2004,04-May-2026 15:52:00,ON,32326.1
D2009,28/05/2026 09:15,ON,1275.2
D2021,14/05/2026 11:45,ON,28676.8
D2027,2026-05-28T14:07:00,ON,63898.9
D9002,2026-05-07T13:52:00,ON,65963.2
D2010,2026-05-27 11:52:00,OFF,46638.8
D9002,2026-05-14T07:07:00,ON,66067.8
D2027,2026-05-22T10:07:00,ON,63652.9
D2014,18/05/2026 11:38,ON,78391.6
D9001,2026-05-27T07:45:00,ON,0
D2017,07/05/2026 11:38,ON,71569.1
D2018,09-May-2026 15:00:00,ON,77593.6
D2005,2026-05-04T07:45:00,ON,36620.8
D2010,2026-05-20 14:52:00,OFF,46638.8
D2010,2026-05-09 14:52:00,OFF,9999999
D2024,19-May-2026 14:07:00,ON,15527.5
D2025,19/05/2026 17:38,ON,78684.5
D2013,30/05/2026 17:23,ON,48843.6
D2012,30/05/2026 17:52,on,57678.9
D2027,2026-05-04T15:15:00,ON,62974.8
D2009,20/05/2026 15:52,ON,798.6
D2025,08/05/2026 16:38,on,78279.1
D2021,06/05/2026 12:23,ON,28369.1
D2015,2026-05-20 15:38:00,ON,26517.1
D2021,15/05/2026 16:38,ON,28734.6
D2016,2026-05-17T14:15:00,ON,34997.8
D2006,01-May-2026 07:07:00,ON,58525.6
D2026,2026-05-21 09:23:00,ON,13699.4
D2027,2026-05-10T14:52:00,ON,63203.8
D2015,2026-05-20 07:52:00,ON,26501.9
D2027,2026-05-11T13:15:00,ON,63238.0
D2021,06/05/2026 07:23,ON,
D2014,23/05/2026 13:52,ON,78699.0
D2023,20-May-2026 07:45:00,ON,77012.4
D2016,2026-05-04T07:15:00,ON,34631.1
D9001,2026-05-06T07:23:00,ON,11677.6
D2019,26-May-2026 13:23:00,ON,19326.8
D2022,2026-05-13T08:23:00,ON,58457.7
D2017,19/05/2026 12:52,ON,71827.1
D2028,2026-05-22T15:52:00,ON,47163.4
D2028,2026-05-29T07:52:00,ON,47583.1
D2022,2026-05-17T07:45:00,ON,58612.9
D2008,26/05/2026 07:15,ON,568.8
D2014,30/05/2026 12:38,ON,-1
D9001,2026-05-02T13:07:00,ON,11586.6
D2024,20-May-2026 17:23:00,ON,15587.9
D2028,2026-05-17T11:52:00,ON,46810.6
D2015,2026-05-30 16:45:00,ON,26729.1
D2004,01-May-2026 11:38:00,on,32165.0
D2004,08-May-2026 16:23:00,ON,32532.7
D2018,20-May-2026 09:15:00,ON,78255.1
D2015,2026-05-05 07:38:00,ON,26186.5
D2007,2026-05-07T08:00:00,ON,48082.9
D2011,21/05/2026 13:15,OFF,30676.1
D2014,12/05/2026 07:15,ON,78019.0
D2019,13-May-2026 10:52:00,ON,18819.1
D2023,29-May-2026 09:07:00,ON,77236.0
D2028,2026-05-06T12:15:00,ON,-1
D2016,2026-05-10T07:00:00,ON,34791.9
D2010,2026-05-03 09:52:00,OFF,46638.8
D9002,2026-05-30T10:23:00,ON,66335.6
D2017,28/05/2026 13:45,ON,72026.6
D2012,24/05/2026 07:07,ON,57481.7
D2022,2026-05-29T15:00:00,ON,59127.1
D2020,2026-05-26 09:00:00,ON,10326.8
D2027,2026-05-17T09:45:00,ON,63457.3
D9001,2026-05-25T07:15:00,ON,12162.8
D2021,11/05/2026 12:23,ON,28561.9
D9002,2026-05-14T11:38:00,ON,66073.0
D2024,14-May-2026 15:38:00,ON,15277.9
D2025,04/05/2026 07:52,ON,78100.1
D9001,2026-05-14T09:52:00,ON,11888.3
D2018,06-May-2026 08:23:00,ON,0
D2009,22/05/2026 15:07,ON,926.3
D2010,2026-05-13 07:00:00,OFF,46638.8
D2016,2026-05-22T08:15:00,ON,35118.5
D2020,2026-05-02 15:07:00,ON,9123.5
D2018,25-May-2026 12:52:00,ON,78587.1
D2020,2026-05-27 12:38:00,ON,10386.2
D2014,19/05/2026 14:52,ON,78469.0
D2013,07/05/2026 07:23,ON,47916.4
D2012,23/05/2026 12:23,ON,57463.0
D9001,2026-05-02T17:15:00,ON,11594.8
D2027,2026-05-09T13:52:00,ON,63160.1
D2021,29/05/2026 11:23,ON,0
D2013,30/05/2026 08:07,ON,48815.4
D2023,21-May-2026 07:52:00,ON,77036.3
D2008,05/05/2026 08:15,ON,47673.0
D2013,10/05/2026 09:07,ON,48040.4
D2008,23/05/2026 17:07,ON,509.7
D2008,15/05/2026 10:23,ON,281.4
D2025,09/05/2026 07:07,ON,78285.4
D2011,14/05/2026 07:45,OFF,30676.1
D2022,2026-05-19T15:45:00,ON,58723.9
D2007,2026-05-09T15:00:00,ON,9999999
D2023,24-May-2026 09:52:00,on,77114.1
D2024,19-May-2026 09:23:00,ON,15507.1
D2026,2026-05-09 15:23:00,ON,13472.6
D2007,2026-05-14T15:45:00,ON,48412.1
D2021,30/05/2026 17:23,ON,29319.8
D2019,19-May-2026 17:52:00,ON,19069.2
D2022,2026-05-28T07:45:00,ON,59060.9
D2023,17-May-2026 07:00:00,ON,76938.2
D9001,2026-05-19T07:45:00,ON,12010.7
D2025,21/05/2026 13:52,ON,78747.5
D9002,2026-05-14T17:23:00,ON,66081.2
D2006,05-May-2026 12:38:00,ON,58818.8
D2027,2026-05-29T13:15:00,ON,63934.1
D2010,2026-05-20 16:45:00,OFF,46638.8
D2025,22/05/2026 07:52,ON,78763.2
D2015,2026-05-09 11:07:00,on,26278.9
D2014,23/05/2026 07:15,on,78669.3
D2007,2026-05-05T13:38:00,ON,48013.0
D2022,2026-05-10T17:07:00,ON,58366.0
D2019,01-May-2026 10:00:00,ON,18362.4
D2027,2026-05-22T08:45:00,ON,63647.7
D2023,12-May-2026 11:38:00,ON,76826.5
D2017,27/05/2026 16:07,ON,72011.0
D2022,2026-05-13T12:45:00,on,58469.1
D2004,03-May-2026 14:07:00,on,32274.1
D2026,2026-05-14 15:38:00,ON,13570.3
D2012,28/05/2026 09:15,ON,57603.5
D2023,09-May-2026 11:15:00,ON,76754.0
D2021,09/05/2026 14:15,ON,28493.4
D2008,10/05/2026 17:00,ON,47826.2
D2010,2026-05-11 07:15:00,OFF,46638.8
D2023,29-May-2026 14:23:00,ON,0
D2028,2026-05-14T09:23:00,ON,46601.0
D2025,12/05/2026 11:00,ON,78409.1
D2011,23/05/2026 17:38,OFF,30676.1
D2024,18-May-2026 12:52:00,ON,15465.6
D2016,2026-05-18T09:15:00,ON,
D2019,23-May-2026 08:52:00,ON,19194.9
D2011,06/05/2026 07:00,OFF,30676.1
D2007,2026-05-10T17:00:00,ON,48244.5
D2025,11/05/2026 09:52,ON,78368.1
D2016,2026-05-25T07:00:00,ON,35196.4
D2015,2026-05-05 15:07:00,ON,26201.9
D2005,2026-05-15T07:07:00,ON,37017.0
D2006,07-May-2026 07:38:00,ON,58926.1
D2028,2026-05-13T07:38:00,ON,46522.4
D2018,24-May-2026 09:15:00,ON,78508.9
D9002,2026-05-09T12:07:00,ON,65993.3
D2013,04/05/2026 11:45,ON,47817.7
D2012,05/05/2026 14:52,ON,56951.4
D2007,2026-05-18T07:45:00,ON,9999999
D2019,01-May-2026 12:00:00,ON,18368.1
D2011,15/05/2026 16:23,OFF,30676.1
D2008,02/05/2026 14:38,on,47605.1
D2005,2026-05-02T13:15:00,ON,36566.6
D2008,19/05/2026 11:15,ON,390.4
D2019,16-May-2026 07:45:00,ON,18924.8
D9002,2026-05-17T12:45:00,ON,66123.2
D2017,14/05/2026 09:38,on,71715.2
D2010,2026-05-26 15:15:00,OFF,46638.8
D2017,23/05/2026 09:45,ON,71909.4
D2006,13-May-2026 17:45:00,ON,59382.3
D2021,27/05/2026 13:52,ON,29189.5
D2011,25/05/2026 14:07,off,30676.1
D2012,15/05/2026 13:45,ON,57236.7
D2028,2026-05-06T13:07:00,ON,46097.4
D2022,2026-05-12T15:45:00,ON,58440.7
D2018,13-May-2026 07:07:00,ON,77802.0
D2019,20-May-2026 09:45:00,ON,19084.1
D2018,07-May-2026 12:23:00,ON,77449.4
D2020,2026-05-29 13:38:00,ON,10497.1
D2022,2026-05-24T10:52:00,ON,58908.8
D2015,2026-05-03 07:23:00,ON,26145.4
D2016,2026-05-18T11:38:00,ON,35019.3
D9001,2026-05-11T17:15:00,ON,11827.1
D9001,2026-05-23T17:15:00,ON,12133.8
D2017,14/05/2026 11:07,ON,71719.3
D2018,02-May-2026 07:15:00,ON,9999999
D2011,27/05/2026 10:00,off,9999999
D2009,12/05/2026 13:00,ON,286.7
D2028,2026-05-07T15:23:00,ON,46171.8
D2024,18-May-2026 15:23:00,on,15480.0
D2019,26-May-2026 17:52:00,ON,19338.1
D2022,2026-05-11T12:07:00,ON,58388.3
D2028,2026-05-20T09:00:00,ON,46997.4
D2013,20/05/2026 15:00,ON,48450.3
D2009,16/05/2026 09:52,ON,518.5
D2013,03/05/2026 07:00,ON,0
D2011,21/05/2026 15:07,OFF,30676.1
D2026,2026-05-06 15:15:00,ON,13416.3
D2008,06/05/2026 15:38,ON,47715.7
D2026,2026-05-20 10:15:00,ON,13680.4
D9001,2026-05-25T15:45:00,ON,12181.1
D2026,2026-05-10 17:15:00,ON,9999999
D2005,2026-05-12T09:15:00,ON,
D2026,2026-05-19 16:45:00,ON,13672.3
D2009,04/05/2026 16:52,ON,53030.1
D2020,2026-05-06 07:45:00,ON,9294.3
D2022,2026-05-05T13:38:00,ON,58154.7
D2014,01/05/2026 11:23,ON,77390.2
D2012,27/05/2026 17:38,ON,57591.7
D9001,2026-05-10T14:07:00,ON,11796.6
D2008,18/05/2026 10:38,ON,361.3
D2014,19/05/2026 11:45,ON,78457.3
D2026,2026-05-30 10:15:00,ON,13874.3
D2027,2026-05-26T09:52:00,ON,63806.4
D9002,2026-05-26T10:00:00,ON,66268.6
D2022,2026-05-17T15:07:00,ON,58642.3
D2026,2026-05-28 15:45:00,ON,13843.7
D2013,30/05/2026 13:45,ON,48832.2
D2008,17/05/2026 09:07,ON,332.3
D9002,2026-05-01T16:07:00,ON,65868.6
D2026,2026-05-25 17:45:00,ON,13788.1
D2009,22/05/2026 17:15,ON,935.4
D2011,24/05/2026 07:23,OFF,30676.1
D2020,2026-05-25 11:38:00,ON,10285.5
D2018,24-May-2026 13:15:00,on,78530.2
D2010,2026-05-24 11:52:00,OFF,46638.8
D2022,2026-05-03T07:23:00,ON,58050.7
D2025,29/05/2026 11:00,ON,79037.4
D9001,2026-05-21T09:23:00,ON,12065.6
D2011,09/05/2026 07:15,OFF,30676.1
D2005,2026-05-01T07:00:00,ON,36513.9
D2015,2026-05-22 14:23:00,ON,26557.9
D2011,02/05/2026 16:45,OFF,30676.1
D2026,2026-05-12 08:00:00,ON,13520.6
D2019,09-May-2026 08:23:00,ON,18661.0
D2004,17-May-2026 15:00:00,ON,32971.7
D2020,2026-05-13 07:00:00,ON,9649.5
D2020,2026-05-18 11:38:00,ON,9923.4
D2014,30/05/2026 08:45,ON,79091.7
D2011,03/05/2026 11:15,OFF,30676.1
D2010,2026-05-14 11:38:00,off,46638.8
D2008,06/05/2026 13:15,on,47711.0
D2022,2026-05-13T10:52:00,ON,58463.4
D9001,2026-05-09T09:38:00,ON,11760.5
D2021,25/05/2026 13:15,ON,29114.1
D2016,2026-05-17T16:23:00,ON,35003.4
D2016,2026-05-19T17:00:00,ON,35056.9
D2021,10/05/2026 12:45,ON,28523.6
D2015,2026-05-03 16:38:00,ON,26162.7
D9001,2026-05-20T12:00:00,ON,12046.3
D2011,14/05/2026 13:38,OFF,30676.1
D2028,2026-05-20T11:15:00,ON,47008.2
D2012,16/05/2026 14:38,ON,9999999
D2024,30-May-2026 08:00:00,ON,16057.7
D2016,2026-05-15T07:38:00,ON,34927.6
D2022,2026-05-07T15:00:00,ON,58239.7
D2024,29-May-2026 07:15:00,ON,16001.0
D2013,01/05/2026 13:23,ON,47706.4
D2022,2026-05-15T09:07:00,ON,58542.3
D2025,19/05/2026 15:38,ON,78679.5
D2020,2026-05-23 11:15:00,ON,
D2024,24-May-2026 07:00:00,ON,15748.0
D2027,2026-05-05T07:45:00,ON,62988.8
D2015,2026-05-09 15:00:00,ON,26286.1
D9001,2026-05-15T12:07:00,ON,11918.0
D2009,25/05/2026 17:23,ON,1124.6
D2020,2026-05-05 07:15:00,ON,9243.5
D2013,29/05/2026 07:15,ON,48771.6
D2014,21/05/2026 08:23,ON,78557.5
D2017,03/05/2026 09:45,ON,71476.8
D2024,24-May-2026 13:52:00,ON,15773.4
D2007,2026-05-07T17:45:00,ON,48114.2
D2013,16/05/2026 14:52,ON,48292.2
D2012,09/05/2026 07:52,ON,57046.6
D2009,19/05/2026 16:00,ON,745.9
D2009,30/05/2026 16:45,ON,1439.0
D2017,17/05/2026 15:38,on,71789.2
D2010,2026-05-14 16:23:00,OFF,46638.8
D2028,2026-05-27T07:23:00,ON,47451.3
D2027,2026-05-24T12:38:00,ON,63735.5
D2025,21/05/2026 10:45,ON,78736.6
D2009,29/05/2026 07:15,ON,1325.8
D2014,17/05/2026 10:52,ON,78328.3
D9002,2026-05-21T11:45:00,ON,66189.3
D2020,2026-05-28 07:23:00,ON,10415.7
D2025,17/05/2026 17:07,ON,78610.9
D2005,2026-05-06T17:45:00,ON,36723.6
D2028,2026-05-14T07:23:00,ON,46589.8
D2027,2026-05-06T15:45:00,ON,63051.6
D2025,12/05/2026 13:45,ON,78415.2
D9001,2026-05-13T11:15:00,ON,11865.6
D2027,2026-05-17T13:07:00,ON,63469.7
D2028,2026-05-12T15:45:00,ON,46503.4
D2025,03/05/2026 09:38,ON,78072.5
D2010,2026-05-17 15:52:00,OFF,46638.8
D2021,09/05/2026 16:23,ON,28501.0
D2023,11-May-2026 11:07:00,ON,76802.3
D2014,25/05/2026 11:38,ON,78807.6
D2009,16/05/2026 07:52,ON,506.1
D2010,2026-05-13 11:07:00,OFF,46638.8
D2020,2026-05-25 07:52:00,ON,10265.6
D2012,20/05/2026 11:00,ON,57374.5
D2009,23/05/2026 14:00,ON,985.3
D2008,16/05/2026 14:15,ON,0
D2028,2026-05-09T14:38:00,ON,46300.8
D2028,2026-05-27T11:38:00,ON,0
D2019,18-May-2026 11:00:00,ON,0
D2008,13/05/2026 11:38,ON,47893.6
D2011,03/05/2026 15:45,OFF,30676.1
D2023,15-May-2026 16:00:00,ON,76910.6
D2016,2026-05-08T13:23:00,ON,34751.8
D2008,01/05/2026 14:15,ON,47578.8
D2014,27/05/2026 16:38,ON,78956.8
D2025,17/05/2026 08:07,ON,78584.7
D9001,2026-05-25T10:07:00,ON,12170.4
D2016,2026-05-01T12:00:00,ON,34560.9
D2017,01/05/2026 08:38,ON,71432.4
D2016,2026-05-02T13:15:00,ON,34589.5
D9001,2026-05-20T17:52:00,ON,12057.1
D2014,10/05/2026 13:15,on,77930.5
D2019,02-May-2026 07:38:00,ON,18391.8
D9001,2026-05-28T13:52:00,ON,12253.7
D2009,01/05/2026 12:45,ON,52814.8
D2011,25/05/2026 16:00,OFF,30676.1
D2026,2026-05-02 11:52:00,ON,13332.2
D2020,2026-05-01 17:52:00,ON,9079.4
D2017,26/05/2026 09:45,ON,71974.6
D2022,2026-05-24T13:15:00,ON,58920.5
D2024,03-May-2026 16:23:00,ON,14730.9
D2013,25/05/2026 11:23,ON,48631.3
D2013,02/05/2026 17:38,ON,47755.9
D2023,02-May-2026 09:00:00,ON,76578.8
D2019,15-May-2026 08:15:00,ON,18890.0
D9002,2026-05-23T10:52:00,ON,66219.9
D2010,2026-05-07 09:38:00,OFF,46638.8
D2025,06/05/2026 13:00,ON,78193.1
D2014,26/05/2026 12:38,ON,-1
D2018,05-May-2026 13:52:00,ON,77332.7
D9001,2026-05-20T08:52:00,ON,12038.7
D2020,2026-05-20 09:23:00,on,10020.4
D2012,23/05/2026 08:23,ON,57454.8
D2010,2026-05-07 13:07:00,OFF,46638.8
D2021,19/05/2026 09:23,ON,28865.8
D2004,12-May-2026 07:07:00,ON,32688.0
D9002,2026-05-17T10:15:00,ON,66120.8
D2006,10-May-2026 16:38:00,on,59181.3
D2010,2026-05-03 16:07:00,OFF,46638.8
D2008,11/05/2026 11:45,ON,47842.5
D2022,2026-05-10T15:07:00,ON,58360.1
D2022,2026-05-06T15:07:00,ON,58200.5
D2005,2026-05-13T15:23:00,ON,36970.4
D2015,2026-05-15 13:07:00,ON,26408.4
D2019,28-May-2026 07:23:00,ON,19381.4
D2008,10/05/2026 08:07,ON,47806.8
D9001,2026-05-17T14:00:00,ON,11976.6
D2022,2026-05-12T08:07:00,ON,58417.9
D2011,24/05/2026 13:23,OFF,30676.1
D2014,17/05/2026 15:00,ON,78353.8
D2027,2026-05-30T13:07:00,ON,63973.6
D2014,15/05/2026 07:07,ON,78197.3
D2023,30-May-2026 09:45:00,ON,77259.9
D2010,2026-05-23 17:00:00,OFF,46638.8
D2021,06/05/2026 13:07,ON,28374.6
D2005,2026-05-06T13:52:00,ON,36711.9
D2025,10/05/2026 09:00,ON,0
D2009,03/05/2026 15:45,ON,52957.1
D2026,2026-05-24 11:52:00,ON,13760.7
D2005,2026-05-13T13:52:00,ON,36965.3
D2016,2026-05-04T11:45:00,ON,34641.8
D2005,2026-05-10T17:00:00,ON,36867.4
D2014,28/05/2026 12:52,ON,78990.0
D2020,2026-05-17 10:23:00,ON,9868.5
D2027,2026-05-15T14:23:00,ON,63397.6
D2024,08-May-2026 10:00:00,on,14954.5
D2008,01/05/2026 07:07,ON,47562.5
D2015,2026-05-25 15:00:00,ON,26621.6
D2009,28/05/2026 14:15,ON,1300.5
D2004,05-May-2026 17:52:00,on,32382.9
D2020,2026-05-22 13:00:00,ON,10138.8
D2011,30/05/2026 12:00,OFF,30676.1
D2020,2026-05-08 16:15:00,ON,9437.2
D9002,2026-05-25T07:38:00,ON,66248.3
D2015,2026-05-10 09:52:00,ON,26296.3
D2018,11-May-2026 11:07:00,ON,77697.0
D2024,26-May-2026 09:38:00,ON,
D2017,10/05/2026 09:15,ON,71627.5
D9001,2026-05-23T13:23:00,ON,12126.5
D2026,2026-05-05 17:15:00,ON,13399.9
D2017,01/05/2026 15:38,ON,71444.8
D2013,29/05/2026 11:23,ON,48784.8
D2021,01/05/2026 16:38,ON,28190.0
D2008,16/05/2026 11:15,ON,312.5
D2021,03/05/2026 13:07,ON,28255.8
D2005,2026-05-09T13:38:00,ON,36819.2
D2024,30-May-2026 15:07:00,ON,16086.4
D2012,28/05/2026 14:45,ON,57614.9
D2022,2026-05-14T16:38:00,ON,58526.3
D2027,2026-05-03T13:07:00,ON,62930.4
D2020,2026-05-01 11:52:00,ON,9053.8
D2018,28-May-2026 10:52:00,ON,78765.8
D2011,30/05/2026 07:23,OFF,30676.1
D2014,10/05/2026 15:15,on,77938.9
D2005,2026-05-17T11:07:00,ON,37100.3
D2027,2026-05-14T13:07:00,ON,63353.8
D2019,01-May-2026 17:52:00,ON,-1
D2028,2026-05-18T09:07:00,ON,46870.4
D2021,07/05/2026 11:07,ON,28405.6
D2018,06-May-2026 15:15:00,ON,77404.4
D2023,08-May-2026 13:07:00,ON,76733.8
D2020,2026-05-21 07:15:00,ON,10058.1
D2013,01/05/2026 10:52,ON,47695.5
D9002,2026-05-13T11:00:00,ON,66057.2
D2026,2026-05-07 10:38:00,ON,13427.6
D2018,17-May-2026 09:38:00,ON,78065.2
D9001,2026-05-20T10:23:00,ON,12042.4
D2019,05-May-2026 17:15:00,ON,18535.1
D2021,13/05/2026 09:23,ON,28631.7
D2008,16/05/2026 16:38,ON,323.1
D2018,14-May-2026 07:15:00,ON,77865.2
D2026,2026-05-12 17:00:00,ON,13533.9
D2020,2026-05-11 13:52:00,ON,9573.4
D2026,2026-05-17 09:07:00,ON,13620.1
D2016,2026-05-06T07:52:00,ON,34683.5
D2013,16/05/2026 16:07,ON,48299.9
D2020,2026-05-15 07:52:00,on,9751.9
D2027,2026-05-06T09:23:00,ON,63032.1
D9001,2026-05-16T07:07:00,ON,11933.7
D2028,2026-05-28T15:38:00,ON,47559.0
D2015,2026-05-01 13:00:00,ON,9999999
D2017,23/05/2026 15:52,ON,71919.9
D2012,19/05/2026 11:52,ON,57345.4
D9002,2026-05-08T07:23:00,ON,
D2016,2026-05-30T15:38:00,ON,0
D9001,2026-05-19T12:15:00,ON,12021.1
D2024,20-May-2026 11:52:00,ON,15562.6
D2009,20/05/2026 13:23,ON,788.4
D2028,2026-05-15T07:38:00,ON,46658.3
D2022,2026-05-28T14:07:00,ON,59085.2
D2010,2026-05-29 10:45:00,OFF,46638.8
D2017,29/05/2026 17:52,ON,72054.3
D2027,2026-05-29T08:23:00,ON,63917.5
D2005,2026-05-06T15:52:00,ON,36717.7
D9001,2026-05-03T10:00:00,ON,11606.3
D2022,2026-05-23T09:23:00,ON,58864.3
D2020,2026-05-07 13:52:00,ON,9369.2
D2026,2026-05-18 13:15:00,ON,13645.8
D2010,2026-05-28 10:15:00,OFF,46638.8
D2026,2026-05-28 13:00:00,ON,13840.7
D2025,16/05/2026 07:23,ON,78544.9
D2019,25-May-2026 11:45:00,ON,19279.8
D2011,30/05/2026 15:23,OFF,30676.1
D2018,25-May-2026 10:45:00,ON,78577.8
D2022,2026-05-26T07:45:00,ON,58980.6
D2009,06/05/2026 15:23,ON,53147.2
D2025,20/05/2026 15:38,ON,78714.7
D2009,05/05/2026 10:00,ON,53056.9
D2019,29-May-2026 15:23:00,ON,19447.4
D9002,2026-05-20T15:15:00,ON,66177.4
D2025,22/05/2026 17:38,ON,78795.0
D2028,2026-05-02T08:00:00,ON,45804.0
D2011,10/05/2026 07:00,OFF,30676.1
D2020,2026-05-11 15:38:00,ON,9582.2
D2008,23/05/2026 11:45,on,496.5
D2027,2026-05-09T09:38:00,ON,63147.4
D2007,2026-05-06T13:52:00,ON,48056.2
D2025,16/05/2026 11:00,ON,78559.6
D2015,2026-05-07 17:07:00,ON,26247.5
D9002,2026-05-09T10:07:00,ON,65990.8
